Issue ID,Issue,Issue description,#Comments,Reported date,Fixed date,DateDiff(Days),Issue Type,Priority,#Contributors
MDL-58497,Forum always shows 1 for itemcount,The forum activity will always show 1 for the item count and it is always visible to the user. It seems like it should either be a count of the unread posts (if that matches the completion criteria set) or the item count shouldn't be visible to the user (we don't show the item count for any other activity when it is 1).,18,5/4/2017,6/5/2017,31,Bug,Major,7
MDL-58512,The online users block pop-up for messaging does not translate the string 'changesmadereallygoaway',"In Moodle 3.1 (likely 2.9 to 3.1, but have not tested fully), on the Online Users block, click the chat bubble icon next to a person's name to message them.

It pops up an overlay message box on the page where you can type in a message to that person. (https://tracker.moodle.org/browse/MDL-48933)

If you type in part of a message, then click the x on that overlay box it pops up a confirmation message, I believe moodle-core-notification-confirm with the message string for changesmadereallygoaway. The problem is rather than displaying the text of the string ""You have made changes. Are you sure you want to navigate away and lose your changes?"", it displays the literal text ""[[changesmadereallygoaway,moodle]]""

 ",14,6/4/2017,19/4/2017,13,Bug,Minor,6
MDL-58544,Add option to trust email of an oauth provider,"As discussed last week.

The use case: institution uses Google for their domain, google oauth provider can be considered trusted for that domain. The administrator should have the option to enable 

When an account is created it should be possible for the user to SSO and login and not be sent to  check their email for confirmation.",21,10/4/2017,15/7/2017,96,Improvement,Minor,8
MDL-58560,Lesson uses wrong icon for question moves,"Found while testing MDLQA-10447 and MDLQA-10444:

When adding questions to the lesson module, the move icon displayed in Boost shows the crosshair rather than the up/down arrows.  This icon suggests that the user can drag / drop the item rather than having to click move and select a target.

NOTE: clean is not affected.

See the attached screenshots",8,11/4/2017,19/4/2017,8,Bug,Minor,6
MDL-58867,Fatal errors when trying to create an action calendar event outside of the module,"Displaying action calendar events for dashboard is currently only supported for the modules.

However there is already some code that checks if modulename is empty or not and performs different logic if it is empty.

If plugin defines an action event on the course level and specifies timesort, there are no errors/warnings while creating an event. When trying to view dashboard the ""undefined"" popups show up or there are fatal errors. When digging deeper one can find fatal PHP errors that terminate the script execution and WS calls return empty result.
 I'm submitting a patch that at least avoids the fatal errors for the plugin devs who will try to do the same.

To reproduce:
 # pick only the second commit from [https://github.com/moodle/moodle/compare/master...marinaglancy:wip-MDL-58867-test]
 # create or edit a course in ""Weeks"" format
 # login as a student - you will see fatal errors on the dashboard and when viewing calendar
 # if you change the type of the event in the code from CALENDAR_EVENT_TYPE_ACTION to CALENDAR_EVENT_TYPE_STANDARD and then edit the course again and save (so that calendar event is updated) there will be no errors for student.",10,10/5/2017,13/5/2017,3,Bug,Minor,5
MDL-59253,New Web Service mod_workshop_get_grades_report,To retrieve the assessment grades report,9,15/6/2017,7/10/2017,114,New feature,Minor,6
MDL-59274,Upgrade Video.JS to 6.3.2 and videojs_youtube to 2.4.0,"The latest stable now is 6.1.0 ([https://github.com/videojs/video.js/releases/tag/v6.1.0], also see [conversation on VideoJS blog|http://disq.us/p/1jm90t4])

This is also an opportunity to introduce HLS and MPEG-DASH support (using corresponding extensions), as well as RTMP (by resolving MDL-58065 that depends on VideoJS upgrade to version 6) in core Moodle.

Notice, that flash support has become an extension in 6.0.0> (https://github.com/videojs/videojs-flash)

edited: latest versions at the moment are: *Video.JS 6.3.2 and videojs_youtube 2.4.0*",21,17/6/2017,14/10/2017,119,Task,Major,7
MDL-59311,When duplicating module the course cache is rebuilt twice,Noticed while looking at MDL-59300 - that's a performance problem. Rebuilding course cache on large courses can take long time.,17,22/6/2017,4/8/2017,43,Bug,Minor,5
MDL-59411,When activity is restricted and student follows URL Moodle should display why it is restricted,"This was raised on the forum
https://moodle.org/mod/forum/discuss.php?d=353131#p1427834

If activity has access restriction and the access restriction message is not hidden from the course page, access restriction is still not shown to the student if they try to access activity by URL

This is how the activity looks for the student on the course page:
!oncoursepage.png!

This is what they see if they follow URL directly (URL may be inserted by teachers in the text somewhere):
!when_following_url.png!

This has become more important in Moodle 3.3 with the introduction of stealth activities and removing ""orphaned sections"" functionality

{quote}If the user clicks on the label containing the cert icon too early, they are brought to the section and see the access restrictions and the reason they can't download it yet. If we linked to the cert directly, users would just see a message that this activity is hidden and no explanation as to why they can't get their cert.{quote}",10,29/6/2017,21/7/2017,22,Bug,Minor,6
MDL-59515,Order of messages in message notification popup is random,"The order of messages in the message popup is random.
h3. Steps to reproduce
h4. Assumptions
 * A user that has had many other users message them

h4. Steps to reproduce
 # Login to Moodle as the user
 # Open the messages notification draw
 # Note the order of the messages
 # Refresh the page
 # Note that the order of the messages is likely to have changed

We would expect the order to be consistent and the same as the order in the AJAX response that is being rendered.

Having looked at MessagePopoverController.prototype.renderMessages in /messages/output/popup/message_popover_controller.js it looks like there might be a race condition going on with the promises.

Specifically each message is rendered in parallel and then immediately attached into the page (which means that which ever one finishes rendering first is added first)

I think the code needs to be changed so that the rendered messages are attached sequentially attached to the page after they have all been rendered.",27,13/7/2017,21/7/2017,8,Bug,Minor,7
MDL-59649,Invalid response value detected: content3 in mod_data_get_entries,"When testing a database using the content3 field to store data:

{""exception"":""invalid_response_exception"",""errorcode"":""invalidresponse"",""message"":""Invalid response value detected"",""debuginfo"":""entries => Invalid response value detected: contents => Invalid response value detected: content3 => Invalid response value detected: Invalid external api response: the value is \""\"", the server was expecting \""bool\"" type""}

This seems to happen only in databases imported or updated from Moodle 1.x (new versions seems to not use content3 or content4), or maybe using a field plugin.",9,29/7/2017,4/8/2017,6,Bug,Major,5
